"﻿Област","Населено място","училище","училище","Училище","БЕЛ Ср.усп.","БЕЛ Бр.","МАТ Ср.усп.","МАТ Бр.","ИСТ Ср.усп.","ИСТ Бр.","ФА Ср.усп.","ФА Бр.","ГЕО Ср.усп.","ГЕО Бр.","ХООС Ср.усп.","ХООС Бр.","ФИЛ Ср.усп.","ФИЛ Бр.","БЗО Ср.усп.","БЗО Бр.","АЕ Ср.усп.","АЕ Бр.","РЕ Ср.усп.","РЕ Бр.","НЕ Ср.усп.","НЕ Бр.","ИспЕ Ср.усп.","ИспЕ Бр.","ФрЕ Ср.усп.","ФрЕ Бр.","ИтЕ Ср.усп.","ИтЕ Бр.","2ДЗИ Ср.усп.","2ДЗИ Бр.","ср.успех","общо"
"Силистра","Тутракан","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище ""&#1037","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Силистра","Тутракан","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище ""Христо Ботев""","4,18","42","5,04","5","","","","","4,06","11","","","5,07","1","4,27","19","5,09","6","","","","","","","","","","","4,444","42","4,311","84"
"Сливен","Котел","Държавно","по изкуствата","Национално училище за фолклорни   изкуства","3,79","31","","","3,3","5","","","3,42","24","","","","","3,84","2","","","","","","","","","","","","","3,431","31","3,612","62"
"Сливен","Котел","Общинско","СОУ с (присъединена) група в детска градина","Средно общообразователно училище","3,35","50","","","","","","","3,29","13","","","","","3,68","35","4,84","1","","","","","","","","","","","3,597","49","3,47","99"
"Сливен","Нова Загора","Общинско","професионална гимназия","Професионална гимназия  по селско стопанство","3,28","32","","","","","","","3,3","37","","","","","","","","","","","","","","","","","","","3,301","37","3,29","69"
"Сливен","Нова Загора","Държавно","професионална гимназия","Професионална гимназия по техника и технологии","3,37","52","","","","","","","2,89","29","","","3,68","19","5,12","1","4,52","3","","","","","","","","","","","3,315","52","3,343","104"
"Сливен","Нова Загора","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище","4,14","35","5,26","5","4,73","1","","","3,84","13","","","","","4,92","7","4,87","8","4,87","1","","","","","","","","","4,549","35","4,343","70"
"Сливен","Нова Загора","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище","4,67","54","","","4,48","5","","","3,87","15","","","4,21","2","5,15","7","5,4","25","","","","","","","","","","","4,816","54","4,745","108"
"Сливен","Сливен","Общинско","профилирана гимназия","Гимназия с преподаване   на западни езици","5,21","124","5,21","8","5,2","2","","","","","","","4,44","6","5,63","7","5,39","92","","","5,5","8","","","","","","","5,349","123","5,281","247"
"Сливен","Сливен","Държавно","по изкуствата","Национална художествена гимназия","4,34","17","","","","","","","","","","","3,78","6","4,36","6","4,67","5","","","","","","","","","","","4,246","17","4,294","34"
"Сливен","Сливен","Общинско","профилирана гимназия","Природо-математическа гимназия","4,87","135","4,95","36","5,56","1","","","5,47","17","5,58","7","4,65","5","5,51","34","5,47","35","","","","","","","","","","","5,317","135","5,095","270"
"Сливен","Сливен","Държавно","професионална гимназия","Професионална гимназия по електротехника и електроника","3,43","68","2,8","5","","","","","3,34","19","","","3,16","29","3,77","17","5,63","1","","","","","","","","","","","3,362","71","3,397","139"
"Сливен","Сливен","Държавно","професионална гимназия","Професионална гимназия по икономика","4,75","91","4,37","6","","","","","4,23","7","","","4,12","42","4,64","20","5,01","16","","","","","","","","","","","4,414","91","4,584","182"
"Сливен","Сливен","Държавно","професионална гимназия","Професионална гимназия по  механотехника","2,99","50","","","","","","","2,82","9","","","3,02","38","3,62","5","","","","","","","","","","","","","3,044","52","3,016","102"
"Сливен","Сливен","Държавно","професионална гимназия","Професионална гимназия по текстил и облекло","3,31","20","","","","","","","2,7","2","","","3,38","18","3,44","2","4,4","2","","","","","","","","","","","3,409","24","3,364","44"
"Сливен","Сливен","Държавно","професионална гимназия","Професионална гимназия по хотелиерство и туризъм","4,18","108","","","","","","","3,42","11","","","3,73","76","4,2","19","4,66","7","","","","","","","","","","","3,838","113","4,003","221"
"Сливен","Сливен","Държавно","професионална гимназия","Сливенска професионална гимназия по строителство и геодезия","3,55","43","","","3,08","1","","","3,31","7","","","3,59","5","3,61","22","4,87","8","","","","","","","","","","","3,78","43","3,664","86"
"Сливен","Сливен","Общинско","спортно","Спортно училище","3,8","47","","","","","","","3,32","12","","","3,42","23","","","4,25","11","4,58","1","","","","","","","","","3,613","47","3,705","94"
"Сливен","Сливен","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище","3,65","11","","","","","","","","","","","","","4,13","10","4,78","1","","","","","","","","","","","4,186","11","3,917","22"
