"﻿Област","Община","Населено място","Код по Админ","Училище","БЕЛ Ср.Усп","БЕЛ Бр.","МАТ Ср.Усп","МАТ Бр.","ИЦ Ср.Усп","ИЦ Бр.","ФА Ср.Усп","ФА Бр.","ГИ Ср.Усп","ГИ Бр.","ХООС Ср.Усп","ХООС Бр.","ФИЛ Ср.Усп","ФИЛ Бр.","БЗО Ср.Усп","БЗО Бр.","АЕ Ср.Усп","АЕ Бр.","РЕ Ср.Усп","РЕ Бр.","НЕ Ср.Усп","НЕ Бр.","ИспЕ Ср.Усп","ИспЕ Бр.","ФрЕ Ср.Усп","ФрЕ Бр.","ИтЕ Ср.Усп","ИтЕ Бр.","2ДЗИ Ср.Усп","2ДЗИ Бр.","ср.успех","общо"
"София-област","Своге","Своге","2303022","Професионална гимназия ""Велизар Пеев""","4,24","133","","","4,5","17","","","3,76","44","","","4,57","2","3,79","5","5,38","16","","","","","","","","","","","4,24","84","4,24","217"
"София-област","Сливница","Сливница","2300455","Професионална гимназия по транспорт ""Никола Йонков Вапцаров""","3,36","23","","","","","","","2,8","4","","","","","","","","","","","","","","","","","","","2,8","4","3,28","27"
"София-област","Сливница","Сливница","2306517","Средно училище ""Св.Св.Кирил и Методий""","3,92","19","","","","","","","4,34","10","","","","","3,42","9","5,88","1","","","","","","","","","","","4","20","3,96","39"
"София-област","Челопеч","Челопеч","2303852","Частна профилирана гимназия с чуждоезиково обучение ""ЧЕЛОПЕЧ""","4,97","22","5,21","1","","","","","3,56","1","","","","","4,23","5","5,63","14","","","","","4,07","1","","","","","5,13","22","5,05","44"
"Стара Загора","Гурково","Гурково","2406129","СРЕДНО УЧИЛИЩЕ ""ХРИСТО СМИРНЕНСКИ""град Гурково","3,35","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3,35","13"
"Стара Загора","Гълъбово","Гълъбово","2404108","Професионална гимназия по енергетика и електротехника","3,12","78","","","","","","","2,85","26","","","","","","","4,34","5","","","","","","","","","","","3,09","31","3,11","109"
"Стара Загора","Гълъбово","Гълъбово","2404107","Средно училище ""Васил Левски""","3,43","22","","","5,04","1","","","3,13","26","","","","","","","3,98","3","","","","","","","","","","","3,28","30","3,34","52"
"Стара Загора","Казанлък","Казанлък","2400261","Профилирана гимназия "" Академик Петко Стайнов""","3,3","6","3,06","1","","","","","","","","","3,3","3","3,42","1","3,67","3","","","","","","","","","","","3,42","8","3,37","14"
"Стара Загора","Казанлък","Казанлък","2902505","Национално училище по пластични изкуства и дизайн ""Академик Дечко Узунов""","4,29","48","","","","","","","","","","","5,63","1","","","","","","","","","","","","","","","5,63","1","4,32","49"
"Стара Загора","Казанлък","Казанлък","2400262","Профилирана природо-математическа гимназия ""Никола Обрешков""","5,09","101","5,32","33","4,32","1","5,48","2","4,46","1","5,38","14","5,14","4","5,32","13","5,67","32","6","1","","","","","","","","","5,42","101","5,26","202"
"Стара Загора","Казанлък","Казанлък","2400268","Професионална гимназия по лека промишленост и туризъм","3,81","77","","","4,46","1","","","3,44","14","3,17","1","4,09","5","3,94","29","4,4","13","","","","","","","","","","","3,93","63","3,86","140"
"Стара Загора","Казанлък","Казанлък","2400266","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТРАНСПОРТ И ТРАНСПОРТЕН МЕНИДЖМЪНТ","3,64","76","","","","","","","3,68","6","","","","","3,72","50","4,84","14","","","","","","","","","","","3,94","70","3,79","146"
"Стара Загора","Казанлък","Казанлък","2400265","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ""ИВАН ХАДЖИЕНОВ""","3,55","53","","","3,04","5","","","3,33","18","4,29","1","3,09","11","3,79","8","4,66","13","","","","","","","","","","","3,65","56","3,6","109"
"Стара Загора","Казанлък","Казанлък","2400264","Средно училище ""Екзарх Антим І ""","4,51","69","4,27","7","4,76","3","","","","","","","4,08","2","4,5","33","5,62","22","","","5,15","2","","","","","","","4,85","69","4,68","138"
"Стара Загора","Казанлък","Казанлък","2400263","Профилирана хуманитарна гимназия ""Св. Св. Кирил и Методий""","4,56","80","","","5,16","6","","","4,49","38","","","4,38","2","4,33","20","5,43","15","5,07","1","","","","","","","","","4,67","82","4,62","162"
"Стара Загора","Казанлък","Казанлък","2400270","Професионална гимназия по строителство","2,99","7","","","","","","","","","","","3,13","1","","","","","","","","","","","","","","","3,13","1","3,01","8"
"Стара Загора","Мъглиж","Мъглиж","2405117","Професионална гимназия по селско стопанство ""Гео Милев""","3,14","34","2,48","1","","","","","2,94","14","","","","","3,57","3","4,12","1","","","","","","","","","","","3,08","19","3,12","53"
"Стара Загора","Николаево","Николаево","2407132","Професионална гимназия ""АТАНАС ДАМЯНОВ ""","2,61","17","","","","","","","3,05","15","","","","","","","","","","","","","","","","","","","3,05","15","2,82","32"
"Стара Загора","Павел баня","Павел баня","2409140","Професионална гимназия по ресторантьорство и хотелиерство","3,18","20","","","","","","","2,98","18","","","3,79","4","","","","","","","","","","","","","","","3,12","22","3,15","42"
"Стара Загора","Павел баня","Павел баня","2409139","СРЕДНО УЧИЛИЩЕ ""ХРИСТО БОТЕВ""","3,94","16","","","","","","","3,08","1","","","3,75","13","4,45","4","","","","","","","","","","","","","3,87","18","3,9","34"
"Стара Загора","Раднево","Раднево","2401053","Професионална гимназия ""Св.Иван Рилски""","3,12","94","3,25","1","","","","","2,98","35","","","","","3,21","11","","","","","","","","","","","","","3,04","47","3,09","141"
"Стара Загора","Раднево","Раднево","2401052","Средно училище ""Гео Милев""","3,92","26","3,5","2","3,56","1","","","4,26","1","","","3,58","1","4,25","19","4,45","3","","","","","","","","","","","4,16","27","4,05","53"
"Стара Загора","Стара Загора","Кирилово","2400161","Частно средно училище ""Нов век""","4,28","5","","","","","","","2,65","2","","","","","","","4,89","5","","","","","","","","","","","4,25","7","4,26","12"
"Стара Загора","Стара Загора","Стара Загора","2400110","Вечерно СУ ""Захари Стоянов""","3,5","36","","","","","","","3,03","24","","","3,45","1","4,25","11","4,06","2","","","","","","","","","","","3,45","38","3,47","74"
"Стара Загора","Стара Загора","Стара Загора","2403264","Гимназия с преподаване на чужди езици ""Ромен Ролан""","5,28","232","5,32","7","4,26","5","4,07","1","4,79","7","5,6","3","","","4,7","11","5,71","124","","","5,65","49","","","5,34","25","","","5,53","232","5,41","464"
"Стара Загора","Стара Загора","Стара Загора","2902104","Национално училище за музикални и сценични изкуства""Христина Морфова""","4,05","14","","","","","","","2,79","1","","","","","3,81","3","5,55","2","","","","","","","","","","","4,22","6","4,1","20"
"Стара Загора","Стара Загора","Стара Загора","2400102","Профилирана природоматематическа гимназия ""Гео Милев""","4,9","117","4,71","29","","","","","4,48","16","","","4,29","7","4,93","17","5,64","48","","","","","","","","","","","5,07","117","4,98","234"
