id,label
22216004,Медицински сестри
22216005,Медицинска сестра
22216006,"Медицинска сестра, домашни грижи"
22216007,"Медицинска сестра, специализант"
22216008,"Медицинска сестра, анестезиология и интензивни грижи"
22216009,"Медицинска сестра, консултант по кърмене и здравословно и диетично хранене"
22216010,"Медицинска сестра, болнична хигиена (превенция и контрол на инфекциите)"
22216011,Медицинска сестра за социални дейности
22216012,"Медицинска сестра, обществено здравеопазване"
22216013,"Медицинска сестра, операционна и превързочна техника"
22216014,"Медицинска сестра, психиатрични грижи"
22216015,"Медицинска сестра, първични здравни грижи"
22210000,"Медицинска сестра, спешна медицинска помощ"
22216001,"Медицинска сестра, със специалност в системата на здравеопазването"
22216002,"Медицинска сестра, специфични грижи за пациенти с онкологични заболявания"
22216003,"Медицинска сестра, апаратно поддържане на извънтелесно кръвообращение"
22226004,Акушерки
22226005,Акушерка
22226006,"Акушерка, специализант"
22226007,"Акушерка, анестезиология и интензивни грижи"
22226008,"Акушерка, консултант по кърмене и здравословно и диетично хранене"
22220000,"Акушерка, болнична хигиена (превенция и контрол на инфекциите)"
22220000,"Акушерка, обществено здравеопазване"
22227001,"Акушерка, операционна и превързочна техника"
22227002,"Акушерка, със специалност в системата на здравеопазването"
02230000,Специалисти в областта на традиционната и комплементарна медицина 
22300000,Специалисти в областта на традиционната и комплементарна медицина 
22303001,"Лекар, хомеопат"
22303002,"Лекар по дентална медицина, хомеопат"
02243003,Парамедицински специалисти
22406004,Парамедицински специалисти
22400000,Фелдшер
22400000,"Фелдшер, специализант"
22406001,"Фелдшер, със специалност в системата на здравеопазването"
22407002,Лекарски асистент
02257003,Ветеринари
22507004,Ветеринари
22507005,"Физиолог, животни"
22507006,"Патолог, ветеринарен"
22507007,Ветеринар
22507008,"Ветеринар, акушер-гинеколог"
22507009,"Ветеринар, ветеринарно-санитарен инспектор"
22507010,"Ветеринар, епидемиолог"
22507011,"Ветеринар, интернист"
22507012,"Ветеринар, паразитолог"
22507013,"Ветеринар, патолог"
22507014,"Ветеринар, фармаколог и токсиколог"
22500000,"Ветеринар, физиолог"
22500000,"Ветеринар, хирург"
22507001,Епизоотолог
22507002,"Ветеринарен лекар, лабораторен"
02267003,Други медицински и здравни специалисти
22617004,Лекари по дентална медицина 
22617005,Лекар по дентална медицина
22617006,"Лекар по дентална медицина, детска дентална медицина"
22617007,"Лекар по дентална медицина, ортодонтия"
22617008,"Лекар по дентална медицина, протетична дентална медицина"
22617009,"Лекар по дентална медицина, пародонтология и заболявания на оралната лигавица"
22617010,"Лекар по дентална медицина, орална хирургия"
22617011,"Лекар по дентална медицина, обща дентална медицина"
22617012,"Лекар по дентална медицина, оперативно зъболечение и ендодонтия"
22617013,"Лекар по дентална медицина, социална медицина и обществено дентално здраве"
22610000,"Лекар по дентална медицина, дентална клинична алергология"
22616001,"Лекар по дентална медицина, дентална образна диагностика"
22616002,"Лекар по дентална медицина, специализант"
22617003,"Лекар по дентална медицина, лицево-челюстна хирургия"
22627004,Фармацевти
22627005,"Фармацевт, индустриален"
22627006,Химик-фармацевт
22627008,Фармацевт магистър
22627009,"Фармацевт магистър, инспектор"
22627010,"Фармацевт магистър, аналитик"
22627011,"Фармацевт магистър, технолог"
22627012,"Фармацевт, магистър, анализ на лекарствените продукти"
22627013,"Фармацевт, магистър, клинична фармация"
22627014,"Фармацевт, магистър, лечебни растения и фитофармацевтични продукти"
22627015,"Фармацевт, магистър, организация и икономика на дистрибуторската и аптечната практика"
22627016,"Фармацевт, магистър, организация и икономика на фармацевтичното производство"
22626018,"Фармацевт, магистър, технология на лекарствата с биофармация"
22626019,"Фармацевт, магистър, токсикология и токсикологичен анализ"
22626020,"Фармацевт, магистър, клинична химия"
22626021,"Фармацевт, магистър, военномедицинско снабдяване"
22620000,"Фармацевт- магистър, медицински представител"
22627001,"Експерт, здравна комуникация и лекарствена информация"
22627002,"Експерт, клинични изследвания"
22627003,"Експерт, регистрация на лекарствени продукти"
22637004,"Специалисти по медицинска екология, хигиена и здравословни условия на труд "
22636005,"Лекар, комунална хигиена"
22636006,"Лекар, служба по трудова медицина"
22637007,"Лекар, експерт по експертиза на работоспособността"
22630000,"Лекар, експерт по експертиза на временна неработоспособност"
22635001,"Експерт, здравословни и безопасни условия на работа"
22635002,Ергоном
22635003,"Лекар, специалист по трудова медицина"
22646004,Физиотераписти
22646005,Рехабилитатор
22646006,"Рехабилитатор, специализант"
22640000,"Рехабилитатор, рехабилитационни методики и лечение на деца с церебрална парализа"
22643001,Кинезитерапевт
22643002,"Медицински рехабилитатор, ерготерапевт"
22643003,Физиотерапист
22653004,Диетолози и специалисти по хранене
22650000,Диетолог
22656001,"Инструктор, диетично хранене"
22654002,"Консултант, диетично хранене"
22656003,"Консултант, здравословно хранене"
22660000,Аудиолози и логопеди
22664001,Логопед
22666002,"Специалист, слухопротезиране"
22660000,Аудиолог
22677001,Оптометристи и оптици
22676002,"Оптик, оптометрист"
22676003,Оптометрист
22696004,"Други медицински и здравни специалисти, н.д."
22697005,"Лекар, медицинско застраховане и консултации"
22697006,Ерготерапевт
22696007,"Терапевт, ориентиране на слепи"
22696008,"Терапевт, професионално съветване"
22696009,"Лекар по дентална медицина, контрольор"
22690000,"Лекар, контрольор"
22690000,"Експерт, лекарствена безопасност"
22690000,"Главен експерт, лекарствена безопасност"
22696001,Контрольор в Районна здравноосигурителна каса
00237002,ПРЕПОДАВАТЕЛИ
02317003,Преподаватели във висши училища
23107004,Преподаватели във висши училища
23107005,"Преподавател, висше училище"
23107007,"Асистент, висше училище"
23106008,"Главен асистент, висше училище"
23106009,"Доцент, висше училище"
23100000,"Професор, висше училище"
23100000,"Старши преподавател, висше училище"
23105002,"Гост-преподавател, висше училище"
23105003,"Хоноруван преподавател, висше училище"
02327004,Учители по професионална подготовка в професионалното образование и обучение и преподаватели в ЦПО и в професионалните колежи
23205006,Учители по професионална подготовка в професионалното образование и обучение и преподаватели в ЦПО и в професионалните колежи
23205007,"Учител, практическо обучение"
23207008,"Старши учител, практическо обучение "
23205009,"Главен учител, практическо обучение "
23205010,"Учител, теоретично обучение"
23200000,"Старши учител, теоретично обучение"
23200000,"Главен учител, теоретично обучение"
23205004,"Преподавател, център за професионално обучение"
23205005,"Учител/преподавател, професионален колеж"
02335006,Учители по общообразователна подготовка в средното образование (V-XII клас)
23305007,Учители по общообразователна подготовка в средното образование (V-XII клас)
23305008,"Учител, общообразователен учебен предмет в прогимназиален етап"
23305009,"Учител, общообразователен учебен предмет в гимназиален етап"
23307010,Учител спортна подготовка
23307011,"Старши учител, общообразователен учебен предмет в прогимназиален етап"
23307012,"Старши учител, общообразователен учебен предмет в гимназиален етап"
23306013,Старши учител спортна подготовка
23306014,"Главен учител, общообразователен учебен предмет в прогимназиален етап"
23306015,"Главен учител, общообразователен учебен предмет в гимназиален етап"
23306016,Главен учител спортна подготовка
23307017,Учител по религия в прогимназиален етап
23307018,Учител по религия в гимназиален етап
23305019,Старши учител по религия в прогимназиален етап
23305020,Старши учител по религия в гимназиален етап
23306021,Главен учител по религия в прогимназиален етап
23300000,Главен учител по религия в гимназиален етап
23300000,Учител в група за целодневна организация на учебния ден V-VII клас
23305002,Старши учител в група за целодневна организация на учебния ден V-VII клас
23305003,Главен учител в група за целодневна организация на учебния ден V-VII клас
02347004,Учители в начален етап на основното образование (I-IV клас) и в предучилищно възпитание и подготовка 
23415006,Учители в начален етап на основното образование (I-IV клас)
23415007,"Учител, начален етап на основното образование (I-IV клас) "
23417008,"Старши учител, начален етап на основното образование (I-IV клас) "
23416009,"Главен учител, начален етап на основното образование (I-IV клас) "
23416010,"Учител, чужд език в начален етап на основното образование (I-IV клас) "
23417011,"Старши учител, чужд език в начален етап на основното образование (I-IV клас) "
23415012,"Главен учител, чужд език в начален етап на основното образование (I-IV клас) "
23415013,Учител по религия в начален етап на основното образование (I-IV клас) 
23416014,Старши учител по религия в начален етап на основното образование (I-IV клас) 
23415015,Главен учител по религия в начален етап на основното образование (I-IV клас) 
23415016,Учител в начален етап на основното образование по компютърно моделиране
23416017,Старши учител в начален етап на основното образование по компютърно моделиране
23410000,Главен учител в начален етап на основното образование по компютърно моделиране
23415002,Учител в група за целодневна организация на учебния ден I-IV клас
23415003,Старши учител в група за целодневна организация на учебния ден I-IV клас
23417004,Главен учител в група за целодневна организация на учебния ден I-IV клас
23425006,Учители в предучилищно възпитание и подготовка
23425007,"Учител, детска градина"
23427008,"Старши учител, детска градина"
23425010,"Главен учител, детска градина"
23425011,"Учител, музика в детска градина"
23427012,"Старши учител, музика в детска градина"
23420000,"Главен учител, музика в детска градина"
23420000,"Учител, подготвителна група"
23426001,"Старши учител, подготвителна група"
23420000,"Главен учител, подготвителна група"
02355002,Други преподаватели
23515003,Специалисти по образователни методи 
23517004,Учител методик
23525006,Учители за лица със специални образователни потребности
23525010,"Учител, ресурсен"
23525011,"Старши учител, ресурсен"
23527012,"Главен учител, ресурсен"
23525014,Логопед в институция в системата на предучилищното и училищното образование
23525018,Учител на деца с умствена изостаналост
23525019,Старши учител на деца с умствена изостаналост
23527020,Главен учител на деца с умствена изостаналост
23525021,Рехабилитатор на слуха и говора в институция в системата на предучилищното и училищното образование
23525022,Учител на деца с нарушено зрение 
23526023,Старши учител на деца с нарушено зрение 
23525024,Главен учител на деца с нарушено зрение 
23525025,Учител на деца и ученици с увреден слух
23526026,Старши учител на деца и ученици с увреден слух
23520000,Главен учител на деца и ученици с увреден слух
23525001,Учител в група за предучилищно образование в специално училище
23525004,Старши учител в група за предучилищно образование в специално училище
23525005,Главен учител в група за предучилищно образование в специално училище
23537006,Други учители/ преподаватели по чужд език в занимания по интереси
23530000,"Учител/ Преподавател, чужд език в занимания по интереси"
23535001,"Учител, чужд език в център за подкрепа за личностно развитие и в Националния дворец на децата"
23535002,"Старши учител, чужд език в център за подкрепа за личностно развитие и в Националния дворец на децата"
23535004,"Главен учител, чужд език в център за подкрепа за личностно развитие и в Националния дворец на децата"
23545005,Други учители/ преподаватели по музика в занимания по интереси
23547006,"Учител/ Преподавател, музика в занимания по интереси"
23540000,"Ръководител, музика в обслужващи звена в системата на народната просвета"
23545001,"Учител, музика в център за подкрепа за личностно развитие и в Националния дворец на децата"
23545002,"Старши учител, музика в център за подкрепа за личностно развитие и в Националния дворец на децата"
23545004,"Главен учител, музика в център за подкрепа за личностно развитие и в Националния дворец на децата"
23555005,Други учители/ преподаватели по изкуства в занимания по интереси
23557006,"Учител/ Преподавател, изобразително и/или приложно изкуство в занимания по интереси"
23555007,"Ръководител, изобразително изкуство в обслужващи звена в системата на народната просвета"
23555010,"Учител, изобразително изкуство и/или приложно изкуство в център за подкрепа за личностно развитие и в Националния дворец на децата"
23555011,"Старши учител, изобразително изкуство и/или приложно изкуство в център за подкрепа за личностно развитие и в Националния дворец на децата"
23557012,"Главен учител, изобразително изкуство и/или приложно изкуство в център за подкрепа за личностно развитие и в Националния дворец на децата"
23555013,"Учител/ Преподавател, кино и фотоизкуство в занимания по интереси"
23555016,"Учител, кино и фотоизкуство в център за подкрепа за личностно развитие и в Националния дворец на децата"
23555017,"Старши учител, кино и фотоизкуство в център за подкрепа за личностно развитие и в Националния дворец на децата"
23557018,"Главен учител, кино и фотоизкуство в център за подкрепа за личностно развитие и в Националния дворец на децата"
23555019,"Учител/ Преподавател, танцово изкуство в занимания по интереси"
23555022,"Учител, танцово изкуство в център за подкрепа за личностно развитие и в Националния дворец на децата"
23555023,"Старши учител, танцово изкуство в център за подкрепа за личностно развитие и в Националния дворец на децата"
23557024,"Главен учител, танцово изкуство в център за подкрепа за личностно развитие и в Националния дворец на децата"
23550000,"Учител/ Преподавател, театрално изкуство в занимания по интереси "
23555001,"Учител, театрално изкуство в център за подкрепа за личностно развитие и в Националния дворец  на децата"
23555003,"Старши учител, театрално изкуство в център за подкрепа за личностно развитие и в Националния дворец  на децата"
23555004,"Главен учител, театрално изкуство в център за подкрепа за личностно развитие в Националния дворец  на децата"
23567005,Други учители/ преподаватели по информационни технологии в занимания по интереси
23560000,"Учител/ Преподавател, по информационни технологии в занимания по интереси"
23566001,"Учител, информационни технолигии в център за подкрепа за личностно развитие в Националния дворец  на децата"
23566002,"Старши учител, информационни технолигии в център за подкрепа за личностно развитие и в Националния дворец  на децата"
23566003,"Главен учител, информационни технолигии в център за подкрепа за личностно развитие и в Националния дворец  на децата"
23596004,"Други преподаватели, н.д."
23596005,"Заместник - директор, административно-стопанска дейност"
23596008,"Заместник - директор, учебна дейност"
23596009,"Заместник - директор, учебно -производствена дейност"
23596010,"Заместник-директор, учебно- творческа дейност"
23596011,"Заместник - директор, спортна дейност"
23596012,Възпитател
23595013,Старши възпитател
23595016,Главен възпитател
23595017,Педагогически съветник
23597018,Педагог
23595019,"Учител, литературно творчество в занимания по интереси"
23595022,"Учител, литературно творчество в център за подкрепа за личностно развитие и в Националния дворец на децата"
23595023,"Старши учител, литературно творчество в център за подкрепа за личностно развитие и в Националния дворец на децата"
23597024,"Главен учител, литературно творчество в център за подкрепа за личностно развитие и в Националния дворец на децата"
23595025,"Учител/ Преподавател, природо-математически учебни предмети в занимания по интереси"
23595028,"Учител, природо-математически учебни предмети в център за подкрепа за личностно развитие и в Националния дворец на децата "
23595029,"Старши учител, природо-математически учебни предмети в център за подкрепа за личностно развитие и в Националния дворец  на децата"
23597030,"Главен учител, природо-математически учебни предмети в център за подкрепа за личностно развитие и в Националния дворец  на децата"
23595031,"Учител/ Преподавател, селскостопански учебни предмети и екология и опазване на околната среда в занимания по интереси "
23595034,"Учител, селскостопански учебни предмети и екология и опазване на околната среда в център за подкрепа за личностно развитие и в Националния дворец  на децата"
23595035,"Старши учител, селскостопански учебни предмети и екология и опазване на околната среда в център за подкрепа за личностно развитие и в Националния дворец  на децата"
23597036,"Главен учител, селскостопански учебни предмети и екология и опазване на околната среда в център за подкрепа за личностно развитие и в Националния дворец  на децата"
23595037,"Учител/ Преподавател, спортни дейности и туризъм в занимания по интереси"
23595040,"Учител, спортни дейности и туризъм в център за подкрепа за личностно развитие и в Националния дворец  на децата"
23595041,"Старши учител, спортни дейности и туризъм в център за подкрепа за личностно развитие и в Националния дворец  на децата"
23597042,"Главен учител, спортни дейности и туризъм в център за подкрепа за личностно развитие и в Националния дворец  на децата"
23595043,"Учител/ Преподавател, хуманитарни и обществени дисциплини в  занимания по интереси"
23595044,"Учител, хуманитарни и обществени дисциплини в  център за подкрепа за личностно развитие и в Националния дворец  на децата  "
23592045,"Старши учител, хуманитарни и обществени дисциплини в  център за подкрепа за личностно развитие и в Националния дворец  на децата  "
23595046,"Главен учител, хуманитарни и обществени дисциплини в  център за подкрепа за личностно развитие и в Националния дворец  на децата  "
23596047,"Ръководител на направление ""Информационни и комуникационни технологии"""
23596048,"Специалист, дистанционно обучение"
23595049,"Майстор, учебно производство"
23595050,Ръководител на учебна дейност
23595051,"Инспектор, учебна дейност"
23595052,Слухово-речев рехабилитатор на деца с увреден слух
23596053,"Инспектор, Национален инспекторат по образованието"
23596054,"Хореограф, в институциите в системата на предучилищното и училищното образование"
23590000,"Корепетитор, в институциите в системата на предучилищното и училищното образование"
23590000,"Треньор по вид спорт, в институциите в системата на предучилищното и училищното образование"
23590000,Заместник-директор на център за подкрепа за личностно развитие
23596001,Заместник-директор на детска градина
00246002,СТОПАНСКИ И АДМИНИСТРАТИВНИ СПЕЦИАЛИСТИ
02416003,Финансови специалисти
24116004,Одитори и счетоводители
24114005,Дипломиран експерт счетоводител
24114006,Главен счетоводител
24116007,Заместник главен счетоводител
24116008,Счетоводител
24116009,Старши счетоводител
24116010,Младши счетоводител
24116011,Одитор
24116012,Асистент одитор
24116013,Старши помощник одитор
24116014,Вътрешен одитор
24116015,Ревизор
24115016,Финансов контрольор
24115017,Синдик
24116018,Ликвидатор
24110000,"Старши банков служител, финансов контрол"
24116001,Член на Одитен комитет
24116002,Старши одитор
24116003,Одитор по чл. 45 от Закона за вътрешния одит в публичния сектор
24126004,Финансови и инвестиционни консултанти 
24126005,"Експерт, хеджиране"
24126006,"Експерт, инвеститорски контрол"
24125007,Инвестиционен консултант
24125008,"Експерт, имуществено планиране "
24126009,"Експерт, финансово планиране "
24126010,"Експерт, застраховане"
24126011,Мениджър методология и развитие на застрахователни продукти
24120000,"Експерт, банка/финансова/платежна институция"
24126001,Данъчен консултант
24126002,"Преговарящ, управление на просрочията"
24126003,"Преговарящ, управление на вземанията"
24136004,Финансови анализатори
24136005,Финансов анализатор
24136006,"Анализатор, банка"
24136007,"Експерт, финансови и стопански анализи"
24130000,"Експерт, връзки с инвеститорите"
24130000,"Анализатор, облигации"
24136001,"Консултант, ценни книжа"
24136002,Инвестиционен анализатор
02426003,Административни специалисти
24216004,Анализатори по управление и организация
24216005,"Експерт, стопанска дейност"
24216006,"Експерт, бизнес развитие"
24216007,"Експерт, капитално строителство"
24216008,"Експерт, инженеринг"
24216009,"Експерт, логистика"
24216010,"Експерт, търговия"
24216011,Бизнес консултант 
24216012,Консултант по управление
24216013,"Анализатор, ефективност на търговската дейност"
24216014,"Одитор, качество"
24216015,"Организатор, стопански дейности"
24216016,"Организатор, ремонт и поддръжка"
24216017,Координатор производство
24216018,"Специалист, сигурност"
24216019,"Специалист, комуникации"
24216020,"Специалист, логистика"
24215021,"Специалист, качество"
24215022,"Специалист, технически контрол"
24215023,"Специалист, игри и тиражи"
24215024,"Координатор програмна дейност, радио и телевизия"
24215025,"Експерт, управление на собствеността"
24215026,"Експерт, обществени поръчки"
24215027,Ръководител/Мениджър  качество
24215028,Експерт лизинг
24215029,"Мениджър, ключови клиенти"
24215030,"Експерт  доставки, преработваща промишленост"
24216031,"Мениджър, проекти"
24216032,"Експерт, продажби"
24210000,Търговски пълномощник
24217001,Ръководител търговски екип
24216002,"Специалист, банка/финансова/платежна институция"
24216003,"Експерт/ Координатор, изложби и събития в музей/художествена галерия"
24226004,Специалисти по администриране на политики
24226005,"Главен методолог, НОИ"
24226006,"Главен инспектор, администрация"
24226007,"Експерт, социално осигуряване"
24226008,"Експерт, програми и проекти"
24227009,"Експерт, международно сътрудничество"
24226012,"Експерт, европейска интеграция"
24227013,Сътрудник по управление на европейски проекти и програми
24227014,"Главен инженер, община/район"
24225015,"Главен инженер, Столична община"
24226016,"Главен счетоводител, община/район"
24226017,"Главен счетоводител, бюджетен"
24226018,"Главен счетоводител, държавен служител "
24226019,Младши вътрешен одитор
24226020,Главен вътрешен одитор
24226021,Старши вътрешен одитор
24227022,"Главен одитор по чл. 45, ал.1 от Закона за вътрешния одит в публичния сектор"
24227023,"Старши одитор по чл. 45, ал.1 от Закона за вътрешния одит в публичния сектор"
24227024,"Младши одитор по чл. 45, ал.1 от Закона за вътрешния одит в публичния сектор"
24227025,Стажант-одитор
24227026,Държавен вътрешен одитор
24227027,"Главен одитор, Сметна палата"
24227028,"Старши одитор, Сметна палата"
24226029,"Одитор, Сметна палата"
24227031,"Стажант-одитор, Сметна палата"
24227032,"Държавен одитор по чл. 45, ал.1 от Закона за вътрешния одит в публичния сектор"
24227033,"Главен вътрешен одитор, Народно събрание/Президент/Министерски съвет"
24226035,"Старши счетоводител, държавен служител"
24225036,"Финансов контрольор, държавен служител"
24225037,"Главен юрисконсулт, държавен служител"
24225038,"Старши юрисконсулт, държавен служител"
24225039,"Социален работник, държавен служител"
24225040,Младши инспектор
24226041,Младши публичен изпълнител
24226042,"Старши експерт, кметство"
24226043,"Младши експерт, кметство"
24226044,Младши експерт
24226045,Главен експерт
24226046,"Главен експерт, Народно събрание/Президент/Министерски съвет"
24226047,Главен инспектор
24226048,Главен публичен изпълнител
24226049,"Митнически дознател, администрация и Столична община"
24226050,Старши експерт
24226051,Старши инспектор
24226052,Старши публичен изпълнител
24226053,"Съветник, министър"
24226054,"Експерт, кабинета на министър"
24226055,"Началник сектор, областно звено"
24226056,"Старши инспектор, областно звено"
24226057,"Инспектор, областно звено"
24227058,"Служител по сигурността на информацията, община/район"
24227059,"Секретар, МКБППМН"
24227060,Експерт
24227061,"Инспектор, гражданско въздухоплаване"
24227062,Главен инженер
24227063,Държавен експерт
24227064,Държавен инспектор
24227065,Държавен публичен изпълнител
24227066,"Правителствен агент, Министерство на правосъдието"
24227067,Правителствен преводач
24227068,Редактор стилист на нормативни актове
24227069,"Служител, сигурност на информацията"
24227070,"Съветник, Народно събрание/Президент/Министерски съвет"
24227071,"Началник група, областно звено"
24227072,"Служител по сигурността на информацията, министерство/администрация/Столична община"
24227073,"Главен експерт, Сметна палата"
24227074,"Старши експерт, Сметна палата"
24227075,"Експерт, Сметна палата"
24227076,"Служител по сигурността на информацията, Народно събрание/Президент/Министерски съвет"
24227077,Държавен финансов инспектор
24227078,Главен финансов инспектор
24227079,Старши финансов инспектор
24227080,Младши финансов инспектор
24227081,"Експерт, управление при кризи и отбранително мобилизационна подготовка"
24227082,Обществен посредник
24227083,Научен секретар
24226084,Главен асистент
24226085,Асистент
24226086,Доцент
24226087,Професор
24226088,"Експерт, стопанско управление"
24225089,Съветник
24225090,Инспектор по банков надзор
24225091,"Ръководител смяна ""Обработка на тиражите"""
24225092,Ръководител на регионален център за обработка на тиражите
24226093,Изследовател
24226094,"Мениджър корпоративен център, банка/финансова/платежна институция"
24226095,"Областен мениджър, банка/финансова/платежна институция"
24226096,Длъжностно лице по безопасност и здраве 
24227097,Експерт към политическия кабинет на заместник министър-председател
24225098,Експерт към политическия кабинет на министър-председателя
24227099,Съветник към политическия кабинет на министър-председателя
24225100,Независим оценител
24225101,Финансов инспектор
24225102,Председател на регионална структура на организация на работниците и служителите
24225103,"Юрисконсулт, държавен служител"
24227104,"Инспектор, държавен служител"
24225105,"Публичен изпълнител, държавен служител"
24227106,"Счетоводител, държавен служител"
24225107,Секретар на Местна комисия за борба с трафика на хора
24226108,Длъжностно лице по регистрацията по Закона за търговския регистър
24227109,"Инженер, държавен служител"
24220000,"Инспектор в служба ""Военна информация"""
24226001,"Областен координатор, организация на работниците и служителите"
24226002,Длъжностно лице по защита на данните
24226003,Член на научна група в музей/художествена галерия
24236004,Специалисти по управление на персонала и кариерно развитие
24236005,"Експерт, индустриални отношения"
24236006,"Експерт, нормиране на труда"
24236007,"Експерт, организация на труда"
24236008,"Експерт, подбор на персонала"
24236009,"Експерт, професионално/кариерно ориентиране"
24235010,"Експерт, трудова заетост"
24235011,"Експерт, трудово посредничество и професионално ориентиране"
